"Date","Transaction type","Order ID","Product Details","Total product charges","Total promotional rebates","Amazon fees","Other","Total (GBP)"
"01/07/2024","Order Payment","203-5345315-0713134","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"01/07/2024","Order Payment","026-8960601-8378746","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.87","-8.78","7.54","25.21"
"01/07/2024","Order Payment","206-1648976-5469957","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.66","-8.78","7.33","25.21"
"01/07/2024","Order Payment","203-1329012-9041167","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"01/07/2024","Order Payment","205-5088808-2349923","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"01/07/2024","Order Payment","204-3209117-1716316","BUCKHEAD Boston Casual Men Sneakers (Whi...","24.99","0","-10.24","5","19.75"
"01/07/2024","Refund","203-3963834-7249934","BUCKHEAD Boston Casual Men Sneakers (Whi...","-24.99","0","3.67","-5","-26.32"
"01/07/2024","Refund","202-9724172-3073939","BUCKHEAD Unisex Casual Sneakers for Wome...","-19.99","0","2.94","-4","-21.05"
"01/07/2024","Order Payment","026-6611111-5567514","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-9.29","5.67","24.7"
"01/07/2024","Order Payment","204-0646259-2895510","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"01/07/2024","Order Payment","203-4867207-6605903","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-15.01","10.66","23.97"
"01/07/2024","Order Payment","202-0469058-9813921","BUCKHEAD Boston Casual Men Sneakers (Whi...","24.99","0","-8.49","5","21.5"
"01/07/2024","Refund","203-7745132-5969112","BUCKHEAD Boston Casual Men Sneakers (Bla...","-28.32","0","4.16","-5.67","-29.83"
